Ticket.ID,Ticket.Open.Date...Time,Ticket.Close.Date...Time,Ticket_Summary
501571,9/18/2015,9/23/2015,"L1|Kronos | MAC : Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Macau (2, 17)"
501573,9/18/2015,9/29/2015,L1:DWBI | SIN:DT0917 DT15-1730-30 Sales record
501580,9/18/2015,9/28/2015,L2: Weekly System Report Preparation
501581,9/18/2015,9/29/2015,"L1|Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Abu Dhabi (16)"
501589,9/18/2015,10-02-2015,L2:DWBI : The Estee Lauder (Beauty) SKUs should not appear on Kate Spade (Fashion) reports
501594,9/18/2015,9/30/2015,MCS|PRC::To pull out the RSKUs for Hainan UPC's
501615,9/18/2015,10-05-2015,MCS|PRC::To build PITRAN file for upload in PRC
501618,9/18/2015,9/18/2015,L1 :: Two Rsku are sharing one Csku: 38654174 & 39109665 (HKG)
501620,9/18/2015,9/24/2015,POS : Arrange mooncake for staff-2015
501623,9/18/2015,9/25/2015,SAP SRM : ERROR In amount show on PO for Japanese Yen
501624,9/18/2015,9/25/2015,ESB Admin Support --- Daily Monitoring and Activities
501630,9/18/2015,9/25/2015,To reverse the subsequent documents in SAP for the IDT # 809099 
501632,9/18/2015,9/23/2015,MCS : Please help to align the UOM on MCS of this RSKU# 60947 with DMS
501634,9/18/2015,9/18/2015,Sales I-doc (WPUUMS) was failed due to  Article (ARTMAS) and listing (LIKOND) are not send to SAP.
501639,9/18/2015,9/28/2015,SAP : upload the attached file in PH1 for ABD
501644,9/18/2015,9/22/2015,Goods movement I-doc failed due to PO-4000001517 (0130851763) Line # 77  blocked in SAP.
501647,9/18/2015,10-01-2015,L2: SAP : having problems with my SAP portal login. I cannot find my username and password.
501652,9/18/2015,9/23/2015,"Goods Movement I-Doc (WPUWBW)  failed as  ""Movement type DFD does not support in SAP""."
501661,9/18/2015,9/19/2015,CSM : PO# 70-153971 cannot download from HKG.MCS to HK. WRx
501663,9/18/2015,9/22/2015,L1|Txn information for settling customer case
501664,9/18/2015,10/13/2015,DB Archival in SIT and QA 
501672,9/18/2015,9/21/2015,Dept 96 SKUs in INFORM having Division SKU Type not 9
501679,9/18/2015,9/21/2015,MCS : IND 9208_9209 not showing up in SIN MCS
501682,9/18/2015,9/23/2015,"INFORM - SAP variance for HKG - Aug 2015 - SKUs interfaced to INFORM, not present in SAP"
501685,9/18/2015,9/21/2015,"EDI PO erro: PO#0700156284, Glamglow (Estee Lauder) vendor #195495"
501687,9/18/2015,9/30/2015,L2:INSIGHT : Can you do a comparison of TY and LY for Vietnam from Insight and Inform and SAP for usB
501692,9/18/2015,9/28/2015,DMS : map the RSKU 10911899 to RSKU 10426625 as for some reason 2 RSKU has been generated
501708,9/18/2015,9/30/2015,L1 : SAP | Not able to reverse the GR (Goods Receipt) and close the PO for P2P
501709,9/18/2015,10-05-2015,User Access Change
501710,9/18/2015,9/22/2015,L2: Request to preset SAP output device to auto detect printer.
501711,9/18/2015,9/30/2015,Countwise | some anomalies on Level 4 Sep11-sep 13
501716,9/18/2015,9/22/2015,L2: Authorization required for the data fix:CA501293 : Data fix _PO Create I-Doc failed as Net price must be greater than zero
501726,9/18/2015,9/22/2015,Digital | Products Manager Server Error 
501742,9/18/2015,9/23/2015,Points Calculation Setup for CUP in Singapore/New Zealand
501744,9/18/2015,9/24/2015,MCS | Warehouse reported below SO#715365 can’t be drop to WRX
501747,9/18/2015,9/23/2015,CSA | Location 60 Sales not Updating
501750,9/18/2015,9/22/2015,L1|New Template for Terminal 2 Tory Burch Loc. 217.
501751,9/18/2015,9/22/2015,L1|KRONOS- UPDATE ORG MAP effective 1st Oct 2015
501753,9/18/2015,9/30/2015,SAP | Dual Language - GFC & Fixed Assets
501756,9/18/2015,9/22/2015,L2: Authorization required for Data Fix : CA 500791 – Delete PIR under Vendor 5015262
501757,9/18/2015,9/23/2015,L2: Provide authorization to the user C_RSIVA in PR1 as per the data fix
501760,9/18/2015,10-12-2015,POS | Certificate of Mobile pos expiry
501761,9/18/2015,9/30/2015,DWBI | RE: Updated Aged reserves % for Inform age reserves report.
501771,9/18/2015,9/29/2015,"L1|CW |Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, LAX and SFO (23, 21)"
501777,9/18/2015,9/24/2015,SAP | PASSWORD TO DFS eLeave
501778,9/18/2015,10-02-2015,XTRAX | OKI: Maintanin Visit issue
501791,9/19/2015,10-05-2015,L1: SAP BASIS : Terminate the user- JT0005446 
501792,9/19/2015,9/21/2015,SAP SRM : Terminate the user- JT0005446 
501795,9/19/2015,9/25/2015,"Hawaii Waikiki Gallieria Register 915 pop up error message ""Database is corrupted! POSMOVE"""
501801,9/19/2015,9/28/2015,L1 | NAM: Grant access to EJ viewer 
501805,9/19/2015,9/25/2015,"L1|Krons | SIN : Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Singapore (7, 22)"
501812,9/19/2015,9/21/2015,SAP SRM : Termination - terminate the list of users 
501816,9/19/2015,9/22/2015,"L1|CW | MAC: Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Macau (2, 17)"
501823,9/19/2015,9/24/2015,Loyal T: Matrix Processing Batch 4 - Exception 
501825,9/19/2015,10/15/2015,WINCORE | sell through report
501826,9/19/2015,9/30/2015,L1: DWBI | Last year Oct Zegna  MTD performance report request
501834,9/19/2015,9/28/2015,XTRAX | Alert - Okinawa Missing Transaction Reported
501845,9/19/2015,9/29/2015,"L1|Kronos | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, LAX and SFO (23, 21)"
501852,9/20/2015,9/25/2015,POS | HKG: {NodesDevice_Role} (LOW DISK SPACE ALERT)  > PWHKGBSP43 > IP Address 10.179.142.114---> Threshold < 20%
501855,9/20/2015,9/25/2015,"L1|CW | SPN: Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Guam, Saipan and Okinawa (10, 12, 13, 14, 8, 9)"
501859,9/20/2015,9/25/2015,"L1|CW | SIN: Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Singapore (7, 22)"
501864,9/20/2015,9/21/2015,P2P |  TERMINATION: Terminate users PP2255416  SC0133265 and BO0137731                                      
501867,9/20/2015,10/14/2015,"L1: INFORM | User account Termination from INFORM Vierra, Roxanne RV0011928"
501873,9/20/2015,9/28/2015,L2: INFORM | Store Performance Reports Update - MTD Sep 19th 2015 reports for China Chem Galleria 
501882,9/20/2015,9/24/2015,Matrix | 190 transactions failure at MATRIX | 20-Sep-2015 17:30:00 SGT to 20-Sep-2015 17:34:00 SGT
501886,9/20/2015,9/23/2015,|Kronos  | ERROR: Countwise to INSIGHT Traffic 10PM Extraction in SGGLBDCNTR01 (Hawaii)
501887,9/20/2015,9/23/2015,"Kronos | ERROR: Countwise to INSIGHT Traffic 12AM Extraction in SGGLBDCNTR01 (Okinawa, Guam, Saipan)"
501888,9/20/2015,9/24/2015,LoyalT | EDM failure alert
501890,9/20/2015,9/25/2015,"L1|CW | HAW: Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Hawaii (5, 15)"
501892,9/20/2015,9/25/2015,SAP | SIN: No outstanding tasks - Still getting remainder from WF-BATCHID
501894,9/20/2015,9/22/2015,"CW | SIN: ERROR: Countwise to INSIGHT Traffic 3AM Extraction in SGGLBDCNTR05 (Hong Kong, Singapore)"
501896,9/21/2015,9/25/2015,L2: INFORM | SIN: NSIGHT:21092015_032526 : calldsjob.ksh : script failed
501898,9/21/2015,9/28/2015,Clarins Collection not reflected in INFORM
501902,9/21/2015,9/24/2015,"L1|CW | AUS: Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Australia (18, 19)"
501905,9/21/2015,9/29/2015,"L1|CW | GUM: Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Guam, Saipan and Okinawa (10, 12, 13, 14, 8, 9)"
501907,9/21/2015,9/29/2015,"L1|CW | HKG: Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Hong Kong (1, 3, 6, 24)"
501909,9/21/2015,9/23/2015,"L1|CW | SIN: Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Singapore (7, 22)"
501911,9/21/2015,9/28/2015,L2: INFORM | GUM: Sep 19 & 20 reports has not been published for TBG as of this time
501912,9/21/2015,10-01-2015,L1: DWBI | HAW: search for transaction from the following criteria
501920,9/21/2015,9/28/2015,L1: INFORM | BI report problem
501921,9/21/2015,9/28/2015,L1:Sanya sales posting
501922,9/21/2015,10-08-2015,Inventory Unit Variance Initial Analysis for this week
501923,9/21/2015,9/28/2015,L1:Vietnam sales posting
501924,9/21/2015,10-01-2015,L1: INFORM | FDM Extract to Finance Team
501925,9/21/2015,10-12-2015,L1: INSIGHT Nationality Update
501926,9/21/2015,10/14/2015,L1: INFORM_Weekend_Monitoring
501927,9/21/2015,9/28/2015,L1: Hainan sales posting
501928,9/21/2015,10-12-2015,L1: INFORM | Month End Activity Planner Preparation
501931,9/21/2015,10-05-2015,Inventory Variance Analysis ticket
501936,9/21/2015,10-05-2015,CSM  : TAXBAL Report
501944,9/21/2015,9/24/2015,Unable to activate sku after adding location
501948,9/21/2015,10/17/2015,L3: SAP Fiori Installation and configuration
501954,9/21/2015,9/25/2015,L1: DWBI | Intranet store performance report
501960,9/21/2015,9/22/2015,"SAP Finance : Clean up of GL accounts at profit centre level, unblock posting for 2859999 & 2869999 for 5214 company code"
501963,9/21/2015,9/25/2015,"EDI Invoice missing - Tory Burch #172601, PO#144766/INV#90007624"
501972,9/21/2015,9/29/2015,Sales Tax for Saipan Kanoa
501974,9/21/2015,9/28/2015,DMS: PCN 278605 did not taken. PFA
501977,9/21/2015,9/28/2015,L1: DWBI: Intranet Reports Not Updated
501992,9/21/2015,9/28/2015,Set up new discount button on POS.
501995,9/21/2015,9/28/2015,POS | SPN : The POS# 140 is not working
502007,9/21/2015,9/28/2015,"L2: DWBI : No data in ""Month-to-Date Store Performance Report"" & ""Daily Store Performance Summary"""
502009,9/21/2015,9/22/2015,SCM | Invalid Brand # 5121 and 5122 in HKG MCS 
502014,9/21/2015,9/24/2015,"SCM : Issues with MSC options 001¬¬_023 , not able to see the monthly sales for the SKU."
502015,9/21/2015,9/28/2015,Goods movement I-doc failed due to POs - 7000073384 & 3000269605 (0230154568)  Line # 44 blocked in SAP.
502016,9/21/2015,10-02-2015,L1: EM Purge activity - <<Month Name>>
502018,9/21/2015,9/28/2015,L2: DWBI : Incorrect figures on Store Performance Report
502019,9/21/2015,9/28/2015,L2: DWBI | Missing yesterday figure on some tabs of some Store Performance Reports
502022,9/21/2015,9/24/2015,ESB - Profile Password Expiry Exemption Waiver --- PROD Environment
502030,9/21/2015,9/24/2015,Different unit cost between SAP and MCS PI report for CSKU#33996950
502031,9/21/2015,10-06-2015,Payment Threshold 
502042,9/21/2015,10-02-2015,DMS | DFS FY2015 YE Interim Audit - Retail Price Change (Vendor driven)
502049,9/21/2015,9/28/2015,LOTTE GC
502051,9/21/2015,9/28/2015,Receipt Retrieval - Mr Kunal (Moet & Chandon Imperial)
502052,9/21/2015,9/23/2015,Mumabi CSKU # 29037652 / Sku -     87338  DALMORE 12 YO 1L
502062,9/21/2015,9/28/2015,Production call fix- MONCM004
502063,9/21/2015,9/25/2015,L1| SPIFF share path access for Marilyn
502065,9/21/2015,9/22/2015,SAP Finance : Clean up of GL accounts at profit center level
502069,9/21/2015,9/30/2015,L2:Delay in delivery of Hong Kong division published reports for 20th September 2015 business date
502070,9/21/2015,9/22/2015,L2: Provide authorization to the user C_RSIVA in PR1
502074,9/21/2015,9/25/2015,To Map POS#251 to L-183
502082,9/21/2015,9/28/2015,L2:Load delay and Job failure due to Netezza restart
502083,9/21/2015,9/22/2015,Proft Centre 999999 clean up - Unblock accounts
502086,9/21/2015,9/23/2015,Traffic interface due to unexpected issue at INSIGHT end
502088,9/21/2015,9/25/2015,Loc not shown in DMS
502098,9/21/2015,9/28/2015,L2: Import SAP OSS note 2073200 into SAP QT1 system to implement auto corrections. 
502105,9/21/2015,10-01-2015,"CSM : CSA003R Report , purpose of the CSA003R report"
502106,9/21/2015,9/22/2015,SAP Finance : Oceania Profit Centre 999999 clean up
502108,9/21/2015,10-01-2015,L1:All Hainan sales in MCS location 441 (Hainan) from the start of the business to August 2015
502116,9/21/2015,10-05-2015,To add Kanoa store location for Saipan DSA
502117,9/21/2015,10-01-2015,{DATA REPROCESS}CA#501075 SINGAPORE TRAFFIC MONITORING STATUS 16 SEP CA#501076(lBS)
502123,9/21/2015,9/25/2015,L1|{DATA REPROCESS}::CA#501084 MACAU TRAFFIC MONITORING STATUS 16 SEP CA#501087(LBS)
502124,9/21/2015,9/25/2015,P2P - Unable to find out Approval Person
502129,9/21/2015,9/29/2015,L1|NZ missing transaction Loc 77
502140,9/21/2015,10-02-2015,L2:DWBI : cannot catch the sales data from PSM report of internet
502143,9/21/2015,9/22/2015,L1|Extact the user's list from all the divisions
502144,9/21/2015,10-07-2015,Kronos Enter button damaged
502145,9/21/2015,9/25/2015,Special In-store Promo- Fashion GC code 91 CA#501570
502155,9/21/2015,9/28/2015,E3 | SKUs are authorized and active on MCS/ DMS but not reflected on E3
502156,9/21/2015,9/29/2015,SAP: Interactive excel
502159,9/21/2015,9/23/2015,Universal Messaging Latest Fix installation in QA Environment
502160,9/21/2015,9/21/2015,SPM not responding for SIT and QA UM
502165,9/21/2015,10-02-2015,L1: To address the queries and clarifications raised by NSPS & SAP internal support teams for this week (21.09.2015 to 25.09.2015) 
502168,9/21/2015,10/13/2015,L1|Data Reprocess for location 1300 on 16th Sept. (Singapore).
502170,9/21/2015,9/28/2015,MCS | not able to transfer 144 units to LOC 9209 - SKU# 489880
502171,9/21/2015,9/29/2015,DMS | CSKU under Ali shan cannot authorize to loc454
502173,9/21/2015,9/24/2015,PO Change I-Docs ( PORDCH ) failed as Schedule PO line qty is already ordered. PO order change qty was not accepted after schedule line finished in SAP.
502179,9/21/2015,9/22/2015,"Termination | Terminating the user Jin Wei, Gary Wong & Ko-Chia Wang "
502187,9/22/2015,10-05-2015,CATS | LAX: CATS is extremely slow for LAX
502193,9/22/2015,9/22/2015,"TERMINATION | Terminate Bing Horng, Justin Ng"
502205,9/22/2015,9/28/2015,L1 : UNABLE TO CLOSE OUT P.O.'S IN SAP P2P - HAW1161
502213,9/22/2015,10-03-2015,HR | New PERSADMIN = NY MARKETING OFFICE
502219,9/22/2015,9/28/2015,UPC not scanning
502222,9/22/2015,9/29/2015,L2: SAP | User account creation for Lai Bak Weng(BL0133437)
502225,9/22/2015,9/29/2015,POS |  TSTE- October GW promotion
502231,9/22/2015,9/30/2015,L1|WINCORE | T7 Sales 710323_00733 - 09.19.15
502242,9/22/2015,9/29/2015,Master data issue: SKU Type 9 with Dept # 69
502245,9/22/2015,10-01-2015,Profero : Order Manager - Removal/Termination of Account
502257,9/22/2015,9/29/2015,POS : discount button at POS and its related backend mapping (MCS…… if any) 
502262,9/22/2015,9/30/2015,L1:DWBI : 22092015_113545: INSIGHT: Record Rejected[NOT AN EMERGENCY] -SFBA
502265,9/22/2015,9/28/2015,Inactivate tender code 69 for $20 FIT promo
502267,9/22/2015,9/25/2015,POS | HAW : POS 994 has not been working
502280,9/22/2015,10-05-2015,Tender setup in Make Up Forever GC $50
502284,9/22/2015,9/28/2015,SCM : some authorized SKUs unable to flow to E3 for Macau Studio City
502286,9/22/2015,9/22/2015,QA Universal Messaging down.
502289,9/22/2015,9/28/2015,Special In-store Promo- Fashion GC code 91 CA#501570 c
502293,9/22/2015,9/29/2015,SRM : PO Workflow Invoice Notification
502295,9/22/2015,9/22/2015,Info record Job have been cancelled due to Article listing not available for the site
502304,9/22/2015,10-05-2015,SCM | AS400 (SIN2) SETUP - T2 TORY BURCH
502306,9/22/2015,9/28/2015,L2: OSS Message- Info create I-Docs (INFREC) are failed to Process subsequently and the same I-Docs current status as “64” in SAP.
502308,9/22/2015,9/30/2015,L1:Waikiki Traffic Counts for 9/14
502314,9/22/2015,10-08-2015,MCS | CAG iShopChangi (iSC) - AS400 Setup
502316,9/22/2015,9/24/2015,EDI Cross Reference setup: E. Gluck (Quiksliver) #196048
502339,9/22/2015,9/22/2015,Info record Job have been cancelled due to Article listing not available for the site
502343,9/22/2015,10-02-2015,ZCLP Unallocated without invoice - Done excel upload showing failed message but transaction captured in FB03: Doc# 2200004597
502345,9/22/2015,10-01-2015,COUNTWISE | Emailing: Month-to-Date Store Performance Report (Daily)_NZL_CHG_2015-09-21
502351,9/22/2015,9/25/2015,L1 :: DMS: [Urgent] Universal Wing PO#151207 & 15364
502356,9/22/2015,9/24/2015,ESB - Profile Password Expiry Exemption Waiver --- QA Environment
502366,9/22/2015,10-06-2015,Map the following UPCs to the corresponding DF/DP RSKUs 
502367,9/22/2015,9/23/2015,L2: Need Object Key for object BF_AGUMSB
502369,9/22/2015,9/28/2015,L1|Korean Brands Launch at FS Beauty
502378,9/22/2015,9/28/2015,Estee Lauder appears on Kate Spade PDD
502379,9/22/2015,9/30/2015,L2: SAP | P2P access for Kanas Lam
502380,9/22/2015,10-07-2015,LoyalT : EDM failure alert
502388,9/22/2015,9/25/2015,SAP : Not able to located the employee when I perform a search in the vendor master record.PFA
502389,9/22/2015,10-02-2015,Total purchase amount vs status dollar
502390,9/22/2015,10/13/2015,Loyal T promotion - Hermes - Oct
502398,9/22/2015,10-02-2015,Halil's Leave
502402,9/22/2015,9/23/2015,configuration of Java Min / Max in QA Universal Messaging
502405,9/22/2015,10/13/2015,Countwise Validation - Saipan- September (21 – 25 Sep) 2015
502408,9/22/2015,10-01-2015, L1:staff wise sales in new arrivals perfume shop
502418,9/22/2015,9/25/2015,Suspensions due to missing product details 
502420,9/22/2015,9/28/2015,CSA | HNL: REJECTED SALES - INVALID DISCOUNT TYPE
502436,9/23/2015,9/29/2015,Vendor Set Up in SAP1161
502440,9/23/2015,9/29/2015,"L1|CW | NZL: Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, New Zealand (4, 20)"
502470,9/23/2015,9/23/2015,"Termination | Termination of user id MB2217859, AY2206091 & JS2801882"
502473,9/23/2015,9/28/2015,"L1|Kronos Countwise | xceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Hong Kong (1, 3, 6, 24)"
502474,9/23/2015,9/25/2015,L1 | Two Rsku are sharing one Csku: 39109632 (HKG)
502484,9/23/2015,9/28/2015,MCS | MCS and Inform are out-of-balance
502486,9/23/2015,9/25/2015,L2: Enable functionality for e-leave approval
502494,9/23/2015,10-08-2015,"SAP Finance : SMRF1509-05 Create new sites 2055 to 2058 for new HKIA T1 Midfield Concourse stores in cost centers HKR1181, HKR1182 and HKR1183"
502496,9/23/2015,9/29/2015,POS | Tcr golden week gc promo
502499,9/23/2015,9/29/2015,"DMS : Service Relation with INDO (Origins) , skus are now unable to be authorized due to “lack of cost"
502502,9/23/2015,9/29/2015,Change Payment Date of Payroll period 09/2015
502503,9/23/2015,10-02-2015,Changing Leave approving manager
502505,9/23/2015,9/29/2015,POS | POS 407 to replace current IBMPOS at Dior
502508,9/23/2015,9/24/2015,"SCM : LT data download , TTO report"
502512,9/23/2015,10-01-2015,Digital | 20150902155200027 & 20150922113400141-Login Issue
502515,9/23/2015,10/14/2015,Hainan MCS - set up queries
502533,9/23/2015,9/28/2015,L1|LoyalT : Hysan daily Loyal T report: zero count transaction of redempton on Sep 18
502538,9/23/2015,9/28/2015,"L1 - SAP Finance : Company Code 5231, 5232, 5233, 5311 - Blocking of GL accounts"
502543,9/23/2015,9/30/2015,Request to extract report for DMS Cat/Dep/Brand/Class/Subclass
502549,9/23/2015,9/23/2015,Info record change I-Docs ( INFREC ) are failed as Info create was not available in SAP 
502552,9/23/2015,9/29/2015,Goods Movement I-doc (WPUWBW) failed as Purchase Info record was not interfaced to SAP 
502566,9/23/2015,9/23/2015,FB60 posted with a doc# 4000057557 - However not found in FB03 and FBL1N
502572,9/23/2015,9/24/2015,CSA | CSM Request – Update SANYA SKU_23 Sep
502580,9/23/2015,9/24/2015,L2: OSS Message - PO Create I-Doc was failed as Net price must be greater than zero
502582,9/23/2015,9/28/2015,Perform SIT for role change Request for tcodes on reports for COA
502586,9/23/2015,9/25/2015,Goods Movement I-Doc (WPUWBW) was failed due to Article and listing was not send to SAP
502591,9/23/2015,10-02-2015,DFS FY2015 YE Interim Audit - IT request
502593,9/23/2015,9/30/2015,SAP | Item styles not fully interface to SAP
502623,9/23/2015,9/28/2015,L2: Request for SAP gui default printer setup
502625,9/23/2015,9/29/2015,Aust Payroll Posting for Sept 2015
502628,9/23/2015,10-01-2015,L1:DWBI : Need to ensure sales get uploaded for the WWSF
502630,9/23/2015,10-02-2015,L2: SAP | To add Manager Self-Service tab in SAP Leave Portal
502637,9/23/2015,9/29/2015,SPH Report is including/excluding training hour?
502642,9/23/2015,9/29/2015,Loyal T CUP Promotion for New Zealand and Singapore Scotts Walk
502648,9/23/2015,10-05-2015,CSM | MCS Report -Credit line
502650,9/23/2015,10-02-2015,L2: SAP | SAP QHR Access- for HRIS analysts
502652,9/23/2015,9/24/2015,SCM | Price discrepancies - PCN ISSUED
502658,9/23/2015,10-12-2015,To remove Refund transactions from Discount Report
502662,9/23/2015,9/27/2015,ESB - webMethods - Failure Notification|SGESBLPAPP02|SoapException
502665,9/23/2015,10-05-2015,Change the tender amount for tender code #57
502666,9/23/2015,10-07-2015,Re-arrange buttons on tab 3 of HKIA POS
502671,9/23/2015,9/25/2015,L1 |SKU activation error
502672,9/23/2015,9/30/2015,Feasibility to include 2 additional fields in PHYSICAL INVENTORY Report
502674,9/23/2015,10-01-2015,Disney watch to #453 ****DMS and MCS Disconnect****
502677,9/23/2015,9/24/2015,ESB - Profile Password Expiry Exemption Waiver --- SIT and DEV Environment
502678,9/23/2015,10-08-2015,Pls advise error message upon excel upload for NZ freight ZCLP allocated (debit) 
502679,9/23/2015,9/24/2015,L2: Datafix: Activate Retail Short Text Article/Site in place of Standard text Material/Plant(CO 9210) 
502680,9/23/2015,9/24/2015,L2: Request for access
502683,9/23/2015,10-08-2015, Changes to approval matrix for Global Tech
502685,9/23/2015,9/29/2015,L2: SAP | Interco- UAT User and Assigning new roles
502687,9/23/2015,9/30/2015,LoyalT | 8 transactions failure at MATRIX | 23-Sep-2015 17:26:00 SGT 
502693,9/23/2015,9/30/2015,L1 | To Process the attached file in GDDS(HKG Division)
502697,9/23/2015,10-02-2015,Month End Validation Between SAP & Inform
502701,9/24/2015,9/26/2015,MCS | HAW:HIA New Group Sku not reflecting in Inform report
502702,9/24/2015,9/28/2015,CATS | NAM: CAT cannot run report
502703,9/24/2015,9/29/2015,LOAD STUCK 
502704,9/24/2015,9/29/2015,POS | HAW:There is no specific button for CUP 
502708,9/24/2015,9/29/2015,"L1|CW | MAC:Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Macau (2, 17)"
502715,9/24/2015,9/24/2015,Termination | Termination of Ying Qi Ng (YN0133467) 
502716,9/24/2015,9/28/2015,SAP: Unblock the vendor TRIPLE B
502717,9/24/2015,9/25/2015,"L1|Kronos Countwise | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Singapore (7, 22)"
502722,9/24/2015,10-08-2015, Master data issue|SKU Type 9 with Dept# as 69
502741,9/24/2015,10-05-2015,"L1|Kronos access for WOSNICK, SHIRA"
502743,9/24/2015,9/29/2015,Please check why discount is applied on Loyal T transaction
502751,9/24/2015,9/28/2015,Profero : Michael Kors watch (CSKU 38891032) goes to 404
502765,9/24/2015,10/19/2015,L1:LoyalT : LOYAL T MTD store performance report request
502766,9/24/2015,10-02-2015,Zone 1 price in GDC MCS
502771,9/24/2015,9/28/2015,Goods Movement (WPUWBW) I-Doc failed due to PO-4000001517 (0130851763) Lines 74 & 77 Line Items blocked in SAP.
502780,9/24/2015,10-08-2015,DMS | HKIA Ship-To Address Update
502797,9/24/2015,10/13/2015,L1:DWBI | INFORM - update INFORM objects
502804,9/24/2015,9/24/2015,L2: Authorization required for the data fix :CA501293 : PO Create I-Docs are failed as Net price must be greater than zero
502807,9/24/2015,10/19/2015,DB Archival Using Stored Procedure in SIT # 502803 
502815,9/24/2015,9/25/2015,Goods Movement I-Doc (WPUWBW) failed due to Article and  listing was not send to SAP.
502820,9/24/2015,9/25/2015,GWP not scanning in Macau division-(update the UPC )
502821,9/24/2015,10/14/2015,L2:RE: MVR New format - CSKU number issue
502823,9/24/2015,9/30/2015,PO Receiver
502838,9/24/2015,9/30/2015,L1|HKIA-West Coach closed-remove mapping and monitoring list
502846,9/24/2015,10-02-2015,L1|New team group creation for TBG
502850,9/24/2015,10/20/2015,L2:PSM Report Set in Excel 
502852,9/24/2015,9/29/2015, ESB - webMethods - Failure Notification|Read timed out|SGESBLPAPP01
502856,9/25/2015,9/28/2015,"L1|Kronos Countwise | ERROR: Countwise to INSIGHT Traffic 3AM Extraction in SGGLBDCNTR05 (Hong Kong, Singapore)"
502859,9/25/2015,9/30/2015,pos | NAM:not able to see register 323 sales
502866,9/25/2015,9/30/2015,L1:DWBI | Disable INFORM Fashion team user MELISSA TAY ( MT0131469 )account and scheduled reports - Disable on 25-Sep
502868,9/25/2015,10-01-2015,"L1|Kronos Countwise | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Hong Kong (1, 3, 6, 24)"
502873,9/25/2015,10-03-2015,POS | GUM: Rename existing code 88 to Currency Promo in Wincor effective
502876,9/25/2015,9/28/2015,"L1|Kronos Countwise |  Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Guam, Saipan and Okinawa (10, 12, 13, 14, 8, 9)"
502881,9/25/2015,9/25/2015,"MCS | NAM: Rest of the units is 7,400,000 sits in the in-transit location 4085"
502884,9/25/2015,9/30/2015,DMS | SIN: DMS Error report on 25/09/2015
502885,9/25/2015,9/25/2015,Non-WRx store order# 724768 is in “PICK SCHEDULED” in HKG MCS
502888,9/25/2015,10/13/2015,CSM | NAM: Assign the CATS numbers to the SFO employees 
502889,9/25/2015,10-01-2015,L2: Weekly System Report Preparation
502892,9/25/2015,9/29/2015,"L1|KRONOS | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Abu Dhabi (16)"
502897,9/25/2015,10-01-2015,No orders for the PO: 157375 for the stores 1917 & 1916 
502904,9/25/2015,10-05-2015,L2:Membership Renewal Rules change at CATS|Validate impact at Insight
502911,9/25/2015,10/15/2015,L2:Impact Analysis - Delay Insight Load by 1 hours
502922,9/25/2015,9/30/2015,L1|Hong Kong Missing Transactions
502928,9/25/2015,10/14/2015,L2:Point Expiry and Renewal Reminder DM
502930,9/25/2015,9/30/2015,POS | Wincor start up issue
502940,9/25/2015,10-08-2015,CATS | User requests to update CAT ID for new staff card - Guillaume Diamedo
502942,9/25/2015,10-02-2015,Request for mapping POS#4180 to Location 140 (GM01)@HKIA
502947,9/25/2015,10-05-2015,POS | Jurlique additional coupons proposal - GC promotion for Oct 
502950,9/25/2015,10-05-2015,L2:Chloe On Order Unit found in the report
502953,9/25/2015,10-08-2015,CSM | T Galleria Sales Details
502954,9/25/2015,10-02-2015,"Request for creation of button ""Airport DFS staff"" under customer type and mapping to Customer Code ""73"" in Testing POS server"
502956,9/25/2015,10-05-2015,ESB Admin Support --- Daily Monitoring and Activities
502957,9/25/2015,10-06-2015,MCS Cost Check 
502962,9/25/2015,9/30/2015,LBS | MAC: Can not open the drawer of Wincore
502965,9/25/2015,9/30/2015,DMS : Kiehl's | INDO| authorization & cost upload issue
502969,9/25/2015,10/26/2015,Mailing Address Data cleansing in Matrix
502971,9/25/2015,9/28/2015,Invoice Issue - Missing Info Record for Invoice 2015/2/24086; PO# 62-694449 (LGI)
